movie,sentence,movie_duration,start,end,imdb,lsmdc_filename,start_hms,end_hms
1027_Les_Miserables,Cosette is in the convent.,9474.8,8641.906,8643.058,tt1707386,1027_Les_Miserables_02.24.01.906-02.24.03.058,02.24.01.906,02.24.03.058
1027_Les_Miserables,Valjean rests his hand on Marius head and gazes fondly at him.,9474.8,8699.434,8702.246,tt1707386,1027_Les_Miserables_02.24.59.434-02.25.02.246,02.24.59.434,02.25.02.246
1027_Les_Miserables,"Cosette leans down and kisses Valjean other hand, which holds hers.",9474.8,8702.824,8704.613,tt1707386,1027_Les_Miserables_02.25.02.824-02.25.04.613,02.25.02.824,02.25.04.613
1027_Les_Miserables,His head slumps forward.,9474.8,8830.205,8833.436,tt1707386,1027_Les_Miserables_02.27.10.205-02.27.13.436,02.27.10.205,02.27.13.436
1027_Les_Miserables,His soul looks back to his dead Self in the sanctuary.,9474.8,8861.369,8866.219,tt1707386,1027_Les_Miserables_02.27.41.369-02.27.46.219,02.27.41.369,02.27.46.219
1027_Les_Miserables,Ahead is The Bishop stretching out a hand.,9474.8,8870.596,8871.858,tt1707386,1027_Les_Miserables_02.27.50.596-02.27.51.858,02.27.50.596,02.27.51.858
1027_Les_Miserables,Fantine lowers her head.,9474.8,8878.146,8880.257,tt1707386,1027_Les_Miserables_02.27.58.146-02.28.00.257,02.27.58.146,02.28.00.257
1027_Les_Miserables,Marius holds the wheeping cossete tightly in her arms as Valjean Walks towards The Bishop,9474.8,8880.533,8888.252,tt1707386,1027_Les_Miserables_02.28.00.533-02.28.08.252,02.28.00.533,02.28.08.252
1027_Les_Miserables,The dead man the Barricades.,9474.8,8900.351,8916.148,tt1707386,1027_Les_Miserables_02.28.20.351-02.28.36.148,02.28.20.351,02.28.36.148
1051_Harry_Potter_and_the_goblet_of_fire,A metallic shield with the letters WB moves slowly forward out of darkness.,9426,5.802,14.617,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.05.802-00.00.14.617,00.00.05.802,00.00.14.617
1051_Harry_Potter_and_the_goblet_of_fire,A heap of skulls and bones is piled high behind iron railings.,9426,19.313,28.159,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.19.313-00.00.28.159,00.00.19.313,00.00.28.159
1051_Harry_Potter_and_the_goblet_of_fire,From the grinning mouth of a skull emerges the head of a large snake.,9426,28.159,31.099,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.28.159-00.00.31.099,00.00.28.159,00.00.31.099
1051_Harry_Potter_and_the_goblet_of_fire,"Flickering its tongue, it slithers down onto a narrow path and moves silently between the gravestones in a dark and overgrown cemetery.",9426,31.099,47.214,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.31.099-00.00.47.214,00.00.31.099,00.00.47.214
1051_Harry_Potter_and_the_goblet_of_fire,The reptile's lithe body shimmers as it glides swiftly along the uneven path.,9426,32.744,44.593,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.32.744-00.00.44.593,00.00.32.744,00.00.44.593
1051_Harry_Potter_and_the_goblet_of_fire,"The snake slides past a stone statue of a skeleton with huge wings, draped in hooded cloak and holding a scythe.",9426,48.155,55.511,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.48.155-00.00.55.511,00.00.48.155,00.00.55.511
1051_Harry_Potter_and_the_goblet_of_fire,"Metallic silver letters appear in the dark, glowering sky.",9426,55.511,68.473,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.00.55.511-00.01.08.473,00.00.55.511,00.01.08.473
1051_Harry_Potter_and_the_goblet_of_fire,A huge dilapidated house stands silhouetted against the night sky.,9426,77.518,81.312,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.17.518-00.01.21.312,00.01.17.518,00.01.21.312
1051_Harry_Potter_and_the_goblet_of_fire,A light is switched on in a cottage nearby.,9426,81.312,83.88,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.21.312-00.01.23.880,00.01.21.312,00.01.23.880
1051_Harry_Potter_and_the_goblet_of_fire,A disheveled old man lights the gas and puts on a kettle.,9426,85.204,91.932,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.25.204-00.01.31.932,00.01.25.204,00.01.31.932
1051_Harry_Potter_and_the_goblet_of_fire,"Bryce takes the top off a tea pot, and picks up a tea bag.",9426,93.792,99.357,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.33.792-00.01.39.357,00.01.33.792,00.01.39.357
1051_Harry_Potter_and_the_goblet_of_fire,"Through the kitchen window, Bryce notices a light in the big house.",9426,99.357,104.504,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.39.357-00.01.44.504,00.01.39.357,00.01.44.504
1051_Harry_Potter_and_the_goblet_of_fire,Bryce throws down the tea bag angrily.,9426,105.435,108.441,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.45.435-00.01.48.441,00.01.45.435,00.01.48.441
1051_Harry_Potter_and_the_goblet_of_fire,"Bryce takes a bunch of keys from a hook, and leaves the cottage, lighting his way, with a large torch.",9426,110.799,120.163,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.01.50.799-00.02.00.163,00.01.50.799,00.02.00.163
1051_Harry_Potter_and_the_goblet_of_fire,"Bryce stumbles across the uneven ground, towards the big house.",9426,120.163,125.901,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.02.00.163-00.02.05.901,00.02.00.163,00.02.05.901
1051_Harry_Potter_and_the_goblet_of_fire,"Bryce hauls himself, unsteadily up the stone steps to the large wooden door.",9426,125.901,130.873,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.02.05.901-00.02.10.873,00.02.05.901,00.02.10.873
1051_Harry_Potter_and_the_goblet_of_fire,"Inside the house, the strong beam of the old man's torch flickers over dusty wooden paneling and a grandfather clock festooned with cobwebs.",9426,130.873,141.593,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.02.10.873-00.02.21.593,00.02.10.873,00.02.21.593
1051_Harry_Potter_and_the_goblet_of_fire,"Grasping the wooden banister, Bryce starts to climb the un-carpeted stairs, his torch casting eerie shadows over the paneled walls.",9426,144.17,156.812,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.02.24.170-00.02.36.812,00.02.24.170,00.02.36.812
1051_Harry_Potter_and_the_goblet_of_fire,"Bryce turns off his torch, as Bryce hears voices from an open doorway.",9426,156.812,162.868,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.02.36.812-00.02.42.868,00.02.36.812,00.02.42.868
1051_Harry_Potter_and_the_goblet_of_fire,The snake appears and slithers through the doorway towards a figure hidden in an armchair.,9426,191.457,204.262,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.03.11.457-00.03.24.262,00.03.11.457,00.03.24.262
1051_Harry_Potter_and_the_goblet_of_fire,The old man is engulfed in a flash of green light.,9426,222.909,224.76,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.03.42.909-00.03.44.760,00.03.42.909,00.03.44.760
1051_Harry_Potter_and_the_goblet_of_fire,"In the cottage, the kettle boils.",9426,224.76,227.227,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.03.44.760-00.03.47.227,00.03.44.760,00.03.47.227
1051_Harry_Potter_and_the_goblet_of_fire,Harry jerks awake.,9426,227.191,232.313,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.03.47.191-00.03.52.313,00.03.47.191,00.03.52.313
1051_Harry_Potter_and_the_goblet_of_fire,Ron flops back onto his pillow.,9426,255.472,257.492,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.04.15.472-00.04.17.492,00.04.15.472,00.04.17.492
1051_Harry_Potter_and_the_goblet_of_fire,Mr. Weasley leads his group through a wood.,9426,264.708,273.017,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.04.24.708-00.04.33.017,00.04.24.708,00.04.33.017
1051_Harry_Potter_and_the_goblet_of_fire,A boy drops down.,9426,285.505,287.753,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.04.45.505-00.04.47.753,00.04.45.505,00.04.47.753
1051_Harry_Potter_and_the_goblet_of_fire,They climb a grassy slope.,9426,302.324,308.086,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.05.02.324-00.05.08.086,00.05.02.324,00.05.08.086
1051_Harry_Potter_and_the_goblet_of_fire,The faint glow of dawn appears in the sky.,9426,302.324,311.605,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.05.02.324-00.05.11.605,00.05.02.324,00.05.11.605
1051_Harry_Potter_and_the_goblet_of_fire,They all touch the boot which begins to spin like a Catherine wheel.,9426,324.134,336.55,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.05.24.134-00.05.36.550,00.05.24.134,00.05.36.550
1051_Harry_Potter_and_the_goblet_of_fire,"They are pulled with it, spinning faster and faster, into a bright light.",9426,336.55,345.938,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.05.36.550-00.05.45.938,00.05.36.550,00.05.45.938
1051_Harry_Potter_and_the_goblet_of_fire,"Ginny Hermione Ron Harry and the twins let go, and land heavily.",9426,345.938,353.882,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.05.45.938-00.05.53.882,00.05.45.938,00.05.53.882
1051_Harry_Potter_and_the_goblet_of_fire,Harry looks up and sees Mr. Diggory Cedric and Mr. Weasley hiking sedately down to Earth.,9426,354.721,362.818,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.05.54.721-00.06.02.818,00.05.54.721,00.06.02.818
1051_Harry_Potter_and_the_goblet_of_fire,Cedric helps Harry up.,9426,363.299,366.849,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.06.03.299-00.06.06.849,00.06.03.299,00.06.06.849
1051_Harry_Potter_and_the_goblet_of_fire,"They follow the others, along a cliff top, overlooking the sea.",9426,366.849,374.321,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.06.06.849-00.06.14.321,00.06.06.849,00.06.14.321
1051_Harry_Potter_and_the_goblet_of_fire,"The sun rises, as they look down on a gigantic campsite.",9426,374.321,380.991,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.06.14.321-00.06.20.991,00.06.14.321,00.06.20.991
1051_Harry_Potter_and_the_goblet_of_fire,"Jugglers entertain the crowd, as even more tents are erected.",9426,387.206,390.512,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.06.27.206-00.06.30.512,00.06.27.206,00.06.30.512
1051_Harry_Potter_and_the_goblet_of_fire,"People on broomsticks, fly dangerously low.",9426,393.449,396.142,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.06.33.449-00.06.36.142,00.06.33.449,00.06.36.142
1051_Harry_Potter_and_the_goblet_of_fire,Mr. Weasley leads them to a shabby two-man tent.,9426,405.324,410.992,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.06.45.324-00.06.50.992,00.06.45.324,00.06.50.992
1051_Harry_Potter_and_the_goblet_of_fire,Harry gawks.,9426,420.746,423.383,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.07.00.746-00.07.03.383,00.07.00.746,00.07.03.383
1051_Harry_Potter_and_the_goblet_of_fire,"Inside the tiny tent, Harry sees a vast interior furnished with carpets, beds, and sofas.",9426,423.383,429.091,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.07.03.383-00.07.09.091,00.07.03.383,00.07.09.091
1051_Harry_Potter_and_the_goblet_of_fire,Harry smiles.,9426,437.233,441.595,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.07.17.233-00.07.21.595,00.07.17.233,00.07.21.595
1051_Harry_Potter_and_the_goblet_of_fire,"As evening falls, they join the excited crowds in the magnificent Quidditch stadium.",9426,441.649,452.773,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.07.21.649-00.07.32.773,00.07.21.649,00.07.32.773
1051_Harry_Potter_and_the_goblet_of_fire,"The spectators take their seats in the stands, many of them wearing colorful national costumes.",9426,452.773,459.615,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.07.32.773-00.07.39.615,00.07.32.773,00.07.39.615
1051_Harry_Potter_and_the_goblet_of_fire,Lucius stops Harry with his walking stick.,9426,479.344,482.763,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.07.59.344-00.08.02.763,00.07.59.344,00.08.02.763
1051_Harry_Potter_and_the_goblet_of_fire,Lucius smacks at Harry,9426,486,488.56,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.06.000-00.08.08.560,00.08.06.000,00.08.08.560
1051_Harry_Potter_and_the_goblet_of_fire,Spotlight beams illuminate the packed stands.,9426,490.226,496.217,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.10.226-00.08.16.217,00.08.10.226,00.08.16.217
1051_Harry_Potter_and_the_goblet_of_fire,Hermione and the twins wear green and white scarves.,9426,506.857,508.124,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.26.857-00.08.28.124,00.08.26.857,00.08.28.124
1051_Harry_Potter_and_the_goblet_of_fire,Mr. Diggory takes them to the highest level of the stadium.,9426,502.801,506.857,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.22.801-00.08.26.857,00.08.22.801,00.08.26.857
1051_Harry_Potter_and_the_goblet_of_fire,The seven Irish players zoom out in formation.,9426,508.124,509.648,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.28.124-00.08.29.648,00.08.28.124,00.08.29.648
1051_Harry_Potter_and_the_goblet_of_fire,Green and white smoke streaming from their broomsticks.,9426,509.648,512.786,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.29.648-00.08.32.786,00.08.29.648,00.08.32.786
1051_Harry_Potter_and_the_goblet_of_fire,Fireworks explode in the shape of a spiritedly Leprechaun dancing a jig.,9426,512.786,520.307,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.32.786-00.08.40.307,00.08.32.786,00.08.40.307
1051_Harry_Potter_and_the_goblet_of_fire,The opposing team in black and red fly high above the pitch.,9426,526.392,529.626,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.46.392-00.08.49.626,00.08.46.392,00.08.49.626
1051_Harry_Potter_and_the_goblet_of_fire,One turns a somersault.,9426,532.334,536.348,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.08.52.334-00.08.56.348,00.08.52.334,00.08.56.348
1051_Harry_Potter_and_the_goblet_of_fire,A gigantic image of the handsome Bulgarian player is projected on to the towering stands.,9426,541.692,547.264,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.01.692-00.09.07.264,00.09.01.692,00.09.07.264
1051_Harry_Potter_and_the_goblet_of_fire,Viktor hovers in front of a waving flag proclaming the name Krum,9426,547.264,553.124,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.07.264-00.09.13.124,00.09.07.264,00.09.13.124
1051_Harry_Potter_and_the_goblet_of_fire,Krum raises his fist confidently.,9426,556.117,560.17,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.16.117-00.09.20.170,00.09.16.117,00.09.20.170
1051_Harry_Potter_and_the_goblet_of_fire,Cornelius Fudge uses his wand to amplify his voice.,9426,561.862,575.454,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.21.862-00.09.35.454,00.09.21.862,00.09.35.454
1051_Harry_Potter_and_the_goblet_of_fire,"A bright ball of light springs from his wand, and plunges down towards the arena.",9426,582.388,589.364,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.42.388-00.09.49.364,00.09.42.388,00.09.49.364
1051_Harry_Potter_and_the_goblet_of_fire,"Back in the tent, George and friends celebrate the Irish victory.",9426,590.816,599.898,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.50.816-00.09.59.898,00.09.50.816,00.09.59.898
1051_Harry_Potter_and_the_goblet_of_fire,Mr. Weasley lights a lamp.,9426,590.481,599.459,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.09.50.481-00.09.59.459,00.09.50.481,00.09.59.459
1051_Harry_Potter_and_the_goblet_of_fire,Mr. Weasley hurries them out of the tent.,9426,631.238,636.698,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.31.238-00.10.36.698,00.10.31.238,00.10.36.698
1051_Harry_Potter_and_the_goblet_of_fire,The camp is in chaos.,9426,638.627,642.273,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.38.627-00.10.42.273,00.10.38.627,00.10.42.273
1051_Harry_Potter_and_the_goblet_of_fire,Many of the tents are on fire.,9426,648.106,649.842,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.48.106-00.10.49.842,00.10.48.106,00.10.49.842
1051_Harry_Potter_and_the_goblet_of_fire,The flames leaping high into the darkness.,9426,649.842,651.218,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.49.842-00.10.51.218,00.10.49.842,00.10.51.218
1051_Harry_Potter_and_the_goblet_of_fire,"Harry sees ominous cloaked figures with skeleton masks and tall pointed hats, carrying flaming torches.",9426,651.191,657.757,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.51.191-00.10.57.757,00.10.51.191,00.10.57.757
1051_Harry_Potter_and_the_goblet_of_fire,Harry starts to run.,9426,652.93,655.218,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.52.930-00.10.55.218,00.10.52.930,00.10.55.218
1051_Harry_Potter_and_the_goblet_of_fire,"Wrestled away from Hermione and the others, Harry dodges through the panicking crowd.",9426,659.927,670.267,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.10.59.927-00.11.10.267,00.10.59.927,00.11.10.267
1051_Harry_Potter_and_the_goblet_of_fire,"In the confusion, Harry trips and falls.",9426,676.465,679.844,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.16.465-00.11.19.844,00.11.16.465,00.11.19.844
1051_Harry_Potter_and_the_goblet_of_fire,"As Harry struggles to get up, flying feet knock him aside.",9426,679.844,684.962,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.19.844-00.11.24.962,00.11.19.844,00.11.24.962
1051_Harry_Potter_and_the_goblet_of_fire,"Light from the burning tents flickers across his face, as Harry lies unconscious on the muddy ground.",9426,684.962,689.917,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.24.962-00.11.29.917,00.11.24.962,00.11.29.917
1051_Harry_Potter_and_the_goblet_of_fire,Everything goes black.,9426,689.917,694.871,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.29.917-00.11.34.871,00.11.29.917,00.11.34.871
1051_Harry_Potter_and_the_goblet_of_fire,A full moon shines down on the devastated camp.,9426,696.055,702.927,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.36.055-00.11.42.927,00.11.36.055,00.11.42.927
1051_Harry_Potter_and_the_goblet_of_fire,"A lone figure strides between the smoking tents, kicking the smoldering remains.",9426,702.927,714.582,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.42.927-00.11.54.582,00.11.42.927,00.11.54.582
1051_Harry_Potter_and_the_goblet_of_fire,The figure points a wand into the dark sky and casts a spell.,9426,714.582,717.058,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.54.582-00.11.57.058,00.11.54.582,00.11.57.058
1051_Harry_Potter_and_the_goblet_of_fire,"A huge, ghostly, green skull appears, with a snake emerging from its mouth.",9426,717.058,721.795,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.11.57.058-00.12.01.795,00.11.57.058,00.12.01.795
1051_Harry_Potter_and_the_goblet_of_fire,It floats above his head.,9426,721.795,724.693,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.01.795-00.12.04.693,00.12.01.795,00.12.04.693
1051_Harry_Potter_and_the_goblet_of_fire,The young man bears his teeth with an evil smile of satisfaction.,9426,722.788,728.21,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.02.788-00.12.08.210,00.12.02.788,00.12.08.210
1051_Harry_Potter_and_the_goblet_of_fire,Harry slowly regains consciousness and sits up.,9426,728.21,734.188,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.08.210-00.12.14.188,00.12.08.210,00.12.14.188
1051_Harry_Potter_and_the_goblet_of_fire,Harry sees the shadowy figure approaching through the smoke.,9426,734.188,740.128,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.14.188-00.12.20.128,00.12.14.188,00.12.20.128
1051_Harry_Potter_and_the_goblet_of_fire,Harry gets to his feet and runs away from the dark figure.,9426,740.128,744.793,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.20.128-00.12.24.793,00.12.20.128,00.12.24.793
1051_Harry_Potter_and_the_goblet_of_fire,The figure runs off.,9426,748.007,751.017,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.28.007-00.12.31.017,00.12.28.007,00.12.31.017
1051_Harry_Potter_and_the_goblet_of_fire,"Seeing the skull, Harry clutches his scar.",9426,757.069,762.192,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.37.069-00.12.42.192,00.12.37.069,00.12.42.192
1051_Harry_Potter_and_the_goblet_of_fire,A group of ministry wizards.,9426,765.916,768.921,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.12.45.916-00.12.48.921,00.12.45.916,00.12.48.921
1051_Harry_Potter_and_the_goblet_of_fire,"They gaze up nervously at the ghostly skull, a dark mark still hovering above their heads.",9426,814.4,825.934,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.13.34.400-00.13.45.934,00.13.34.400,00.13.45.934
1051_Harry_Potter_and_the_goblet_of_fire,Ron counts his money.,9426,849.244,851.628,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.14.09.244-00.14.11.628,00.14.09.244,00.14.11.628
1051_Harry_Potter_and_the_goblet_of_fire,Harry nods to a young Chinese girl.,9426,861.95,864.487,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.14.21.950-00.14.24.487,00.14.21.950,00.14.24.487
1051_Harry_Potter_and_the_goblet_of_fire,Cho gives him a shy smile.,9426,864.487,866.591,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.14.24.487-00.14.26.591,00.14.24.487,00.14.26.591
1051_Harry_Potter_and_the_goblet_of_fire,Harry scratches his eye brow.,9426,887.334,890.497,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.14.47.334-00.14.50.497,00.14.47.334,00.14.50.497
1051_Harry_Potter_and_the_goblet_of_fire,Hermione leans forward.,9426,897.732,901.317,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.14.57.732-00.15.01.317,00.14.57.732,00.15.01.317
1051_Harry_Potter_and_the_goblet_of_fire,"Harry addresses an envelope to his godfather, Sirius Black",9426,909.677,914.791,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.09.677-00.15.14.791,00.15.09.677,00.15.14.791
1051_Harry_Potter_and_the_goblet_of_fire,Harry puts the letter in to Hedwig's beak.,9426,914.791,915.878,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.14.791-00.15.15.878,00.15.14.791,00.15.15.878
1051_Harry_Potter_and_the_goblet_of_fire,"The snowy owl flies out of the train window, and sows away over a lake, as the Express steams on towards Hogwarts.",9426,915.878,930.577,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.15.878-00.15.30.577,00.15.15.878,00.15.30.577
1051_Harry_Potter_and_the_goblet_of_fire,"Through a bright gap in the clouds, a huge coach appears, drawn by seven winged white horses.",9426,934.997,943.209,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.34.997-00.15.43.209,00.15.34.997,00.15.43.209
1051_Harry_Potter_and_the_goblet_of_fire,Students crowd into the school cloisters and gaze up in excitement as it swoops down towards them.,9426,943.209,952.033,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.43.209-00.15.52.033,00.15.43.209,00.15.52.033
1051_Harry_Potter_and_the_goblet_of_fire,Hagrid guides the horses into land.,9426,952.028,957.994,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.52.028-00.15.57.994,00.15.52.028,00.15.57.994
1051_Harry_Potter_and_the_goblet_of_fire,Hagrid dives for cover as the coach flies low over his head.,9426,957.994,963.38,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.15.57.994-00.16.03.380,00.15.57.994,00.16.03.380
1051_Harry_Potter_and_the_goblet_of_fire,A tall mast flying a slender pennant emerges from the center of the lake.,9426,968.027,971.299,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.16.08.027-00.16.11.299,00.16.08.027,00.16.11.299
1051_Harry_Potter_and_the_goblet_of_fire,"A huge, golden galleon rises majestically to the surface, water spilling from its decks.",9426,971.299,982.764,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.16.11.299-00.16.22.764,00.16.11.299,00.16.22.764
1051_Harry_Potter_and_the_goblet_of_fire,"Huge sails are unfold, and the great ship glides smoothly towards the school.",9426,983.28,996.336,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.16.23.280-00.16.36.336,00.16.23.280,00.16.36.336
1051_Harry_Potter_and_the_goblet_of_fire,"Gasping for breath, Filch the caretaker, runs down the hall and whispers to Professor Dumbledore",9426,998.646,1011.695,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.16.38.646-00.16.51.695,00.16.38.646,00.16.51.695
1051_Harry_Potter_and_the_goblet_of_fire,Filch runs out again.,9426,1014.659,1021.256,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.16.54.659-00.17.01.256,00.16.54.659,00.17.01.256
1051_Harry_Potter_and_the_goblet_of_fire,"A troop of elegant girls glide into the hall, dancing.",9426,1056.966,1069.465,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.17.36.966-00.17.49.465,00.17.36.966,00.17.49.465
1051_Harry_Potter_and_the_goblet_of_fire,Their blue silk uniforms flatter their slim figures.,9426,1058.508,1064.398,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.17.38.508-00.17.44.398,00.17.38.508,00.17.44.398
1051_Harry_Potter_and_the_goblet_of_fire,Ron gawks at the girls.,9426,1069.86,1073.047,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.17.49.860-00.17.53.047,00.17.49.860,00.17.53.047
1051_Harry_Potter_and_the_goblet_of_fire,Tiny bluebirds flutter around them.,9426,1074.926,1077.715,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.17.54.926-00.17.57.715,00.17.54.926,00.17.57.715
1051_Harry_Potter_and_the_goblet_of_fire,Seamus gapes as the headmistress passes.,9426,1079.941,1085.023,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.17.59.941-00.18.05.023,00.17.59.941,00.18.05.023
1051_Harry_Potter_and_the_goblet_of_fire,Madame Maxime is over eight feet tall.,9426,1079.91,1081.925,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.17.59.910-00.18.01.925,00.17.59.910,00.18.01.925
1051_Harry_Potter_and_the_goblet_of_fire,Madame Maxime towers over Professor Dumbledore,9426,1087.064,1089.655,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.18.07.064-00.18.09.655,00.18.07.064,00.18.09.655
1051_Harry_Potter_and_the_goblet_of_fire,The visitors drop a graceful curtsy.,9426,1089.655,1094.203,tt0330373,1051_Harry_Potter_and_the_goblet_of_fire_00.18.09.655-00.18.14.203,00.18.09.655,00.18.14.203
